vendor,filename,state,frameworks,source_hint,config_path,content_preview
"Fortinet","fortinet_mixed_005.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_mixed_005.cfg","config system global  set admin-telnet disable  set admin-https-redirect enable  set ssh-v1 disable  set snmp-v2-status enable end "
"Fortinet","fortinet_secure_006.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_secure_006.cfg","config system global  set admin-scp enable  set admin-telnet disable  set admin-https-redirect enable  set ssh-v1 disable  set auth-server radius-main  set snmp-v3 enable end "
"Fortinet","fortinet_insecure_007.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_insecure_007.cfg","config system global  set admin-telnet enable  set ssh-v1 enable  set snmp-v2-status enable end "
"Fortinet","fortinet_mixed_008.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_mixed_008.cfg","config system global  set admin-telnet disable  set ssh-v1 enable  set snmp-v2-status enable end "
"Fortinet","fortinet_secure_009.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_secure_009.cfg","config system global  set admin-telnet disable  set admin-https-redirect enable  set ssh-v1 disable  set sslvpn status enable  set snmp-v3 enable end "
"Fortinet","fortinet_insecure_010.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_insecure_010.cfg","config system global  set admin-telnet enable  set admin-scp disable  set ssh-v1 enable  set admin-https-redirect disable  set snmp-v2-status enable end "
"Fortinet","fortinet_mixed_011.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_mixed_011.cfg","config system global  set admin-telnet disable  set admin-https-redirect enable  set ssh-v1 disable  set snmp-v2-status enable end "
"Fortinet","fortinet_secure_012.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_secure_012.cfg","config system global  set admin-scp enable  set admin-telnet disable  set admin-https-redirect enable  set ssh-v1 disable  set auth-server radius-main  set snmp-v3 enable end "
"Fortinet","fortinet_insecure_013.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_insecure_013.cfg","config system global  set admin-telnet enable  set ssh-v1 enable  set snmp-v2-status enable end "
"Fortinet","fortinet_mixed_014.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_mixed_014.cfg","config system global  set admin-telnet disable  set ssh-v1 enable  set snmp-v2-status enable end "
"Fortinet","fortinet_secure_015.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_secure_015.cfg","config system global  set admin-telnet disable  set admin-https-redirect enable  set ssh-v1 disable  set sslvpn status enable  set snmp-v3 enable end "
"Fortinet","fortinet_insecure_016.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_insecure_016.cfg","config system global  set admin-telnet enable  set admin-scp disable  set ssh-v1 enable  set admin-https-redirect disable  set snmp-v2-status enable end "
"Fortinet","fortinet_mixed_017.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_mixed_017.cfg","config system global  set admin-telnet disable  set admin-https-redirect enable  set ssh-v1 disable  set snmp-v2-status enable end "
"Fortinet","fortinet_secure_018.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_secure_018.cfg","config system global  set admin-scp enable  set admin-telnet disable  set admin-https-redirect enable  set ssh-v1 disable  set auth-server radius-main  set snmp-v3 enable end "
"Fortinet","fortinet_insecure_019.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_insecure_019.cfg","config system global  set admin-telnet enable  set ssh-v1 enable  set snmp-v2-status enable end "
"Fortinet","fortinet_mixed_020.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_mixed_020.cfg","config system global  set admin-telnet disable  set ssh-v1 enable  set snmp-v2-status enable end "
"Fortinet","fortinet_secure_021.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_secure_021.cfg","config system global  set admin-telnet disable  set admin-https-redirect enable  set ssh-v1 disable  set sslvpn status enable  set snmp-v3 enable end "
"Fortinet","fortinet_insecure_022.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_insecure_022.cfg","config system global  set admin-telnet enable  set admin-scp disable  set ssh-v1 enable  set admin-https-redirect disable  set snmp-v2-status enable end "
"Fortinet","fortinet_mixed_023.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_mixed_023.cfg","config system global  set admin-telnet disable  set admin-https-redirect enable  set ssh-v1 disable  set snmp-v2-status enable end "
"Fortinet","fortinet_secure_024.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_secure_024.cfg","config system global  set admin-scp enable  set admin-telnet disable  set admin-https-redirect enable  set ssh-v1 disable  set auth-server radius-main  set snmp-v3 enable end "
"Fortinet","fortinet_insecure_025.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_insecure_025.cfg","config system global  set admin-telnet enable  set ssh-v1 enable  set snmp-v2-status enable end "
"Fortinet","fortinet_mixed_026.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_mixed_026.cfg","config system global  set admin-telnet disable  set ssh-v1 enable  set snmp-v2-status enable end "
"Fortinet","fortinet_secure_027.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_secure_027.cfg","config system global  set admin-telnet disable  set admin-https-redirect enable  set ssh-v1 disable  set sslvpn status enable  set snmp-v3 enable end "
"Fortinet","fortinet_insecure_028.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_insecure_028.cfg","config system global  set admin-telnet enable  set admin-scp disable  set ssh-v1 enable  set admin-https-redirect disable  set snmp-v2-status enable end "
"Fortinet","fortinet_mixed_029.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_mixed_029.cfg","config system global  set admin-telnet disable  set admin-https-redirect enable  set ssh-v1 disable  set snmp-v2-status enable end "
"Fortinet","fortinet_secure_030.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_secure_030.cfg","config system global  set admin-scp enable  set admin-telnet disable  set admin-https-redirect enable  set ssh-v1 disable  set auth-server radius-main  set snmp-v3 enable end "
"Fortinet","fortinet_insecure_031.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_insecure_031.cfg","config system global  set admin-telnet enable  set ssh-v1 enable  set snmp-v2-status enable end "
"Fortinet","fortinet_mixed_032.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_mixed_032.cfg","config system global  set admin-telnet disable  set ssh-v1 enable  set snmp-v2-status enable end "
"Fortinet","fortinet_secure_033.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_secure_033.cfg","config system global  set admin-telnet disable  set admin-https-redirect enable  set ssh-v1 disable  set sslvpn status enable  set snmp-v3 enable end "
"Fortinet","fortinet_insecure_034.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_insecure_034.cfg","config system global  set admin-telnet enable  set admin-scp disable  set ssh-v1 enable  set admin-https-redirect disable  set snmp-v2-status enable end "
"Fortinet","fortinet_mixed_035.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_mixed_035.cfg","config system global  set admin-telnet disable  set admin-https-redirect enable  set ssh-v1 disable  set snmp-v2-status enable end "
"Fortinet","fortinet_secure_036.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_secure_036.cfg","config system global  set admin-scp enable  set admin-telnet disable  set admin-https-redirect enable  set ssh-v1 disable  set auth-server radius-main  set snmp-v3 enable end "
"Fortinet","fortinet_insecure_037.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_insecure_037.cfg","config system global  set admin-telnet enable  set ssh-v1 enable  set snmp-v2-status enable end "
"Fortinet","fortinet_mixed_038.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_mixed_038.cfg","config system global  set admin-telnet disable  set ssh-v1 enable  set snmp-v2-status enable end "
"Fortinet","fortinet_secure_039.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.fortinet.com/","data/datasets/vendor_configs/fortinet_secure_039.cfg","config system global  set admin-telnet disable  set admin-https-redirect enable  set ssh-v1 disable  set sslvpn status enable  set snmp-v3 enable end "
"Palo Alto","palo-alto_secure_000.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_secure_000.cfg","set deviceconfig system ssh version 2 set deviceconfig system service disable telnet set deviceconfig system service disable webserver set deviceconfig system ntp servers primary 192.0.2.1 set deviceconfig system hostname palo-alto-secure-000 "
"Palo Alto","palo-alto_insecure_001.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_insecure_001.cfg","set deviceconfig system ssh version 1 set deviceconfig system service enable telnet set deviceconfig system service disable webserver "
"Palo Alto","palo-alto_mixed_002.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_mixed_002.cfg","set deviceconfig system ssh version 2 set deviceconfig system service enable telnet set deviceconfig system service disable webserver set deviceconfig system ntp servers primary 10.0.0.3 "
"Palo Alto","palo-alto_secure_003.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_secure_003.cfg","set deviceconfig system ssh version 2 set deviceconfig system service disable telnet set deviceconfig system service disable webserver set deviceconfig system logging server 192.0.2.4 set deviceconfig system ntp servers primary 10.0.0.4 "
"Palo Alto","palo-alto_insecure_004.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_insecure_004.cfg","set deviceconfig system ssh version 1 set deviceconfig system service disable webserver set deviceconfig system service enable telnet set deviceconfig system ntp servers primary 10.0.0.5 "
"Palo Alto","palo-alto_mixed_005.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_mixed_005.cfg","set deviceconfig system ssh version 1 set deviceconfig system service disable telnet set deviceconfig system ntp servers primary 192.0.2.6 "
"Palo Alto","palo-alto_secure_006.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_secure_006.cfg","set deviceconfig system ssh version 2 set deviceconfig system service disable telnet set deviceconfig system service disable webserver set deviceconfig system ntp servers primary 192.0.2.7 set deviceconfig system hostname palo-alto-secure-006 "
"Palo Alto","palo-alto_insecure_007.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_insecure_007.cfg","set deviceconfig system ssh version 1 set deviceconfig system service enable telnet set deviceconfig system service disable webserver "
"Palo Alto","palo-alto_mixed_008.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_mixed_008.cfg","set deviceconfig system ssh version 2 set deviceconfig system service enable telnet set deviceconfig system service disable webserver set deviceconfig system ntp servers primary 10.0.0.9 "
"Palo Alto","palo-alto_secure_009.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_secure_009.cfg","set deviceconfig system ssh version 2 set deviceconfig system service disable telnet set deviceconfig system service disable webserver set deviceconfig system logging server 192.0.2.10 set deviceconfig system ntp servers primary 10.0.0.10 "
"Palo Alto","palo-alto_insecure_010.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_insecure_010.cfg","set deviceconfig system ssh version 1 set deviceconfig system service disable webserver set deviceconfig system service enable telnet set deviceconfig system ntp servers primary 10.0.0.11 "
"Palo Alto","palo-alto_mixed_011.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_mixed_011.cfg","set deviceconfig system ssh version 1 set deviceconfig system service disable telnet set deviceconfig system ntp servers primary 192.0.2.12 "
"Palo Alto","palo-alto_secure_012.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_secure_012.cfg","set deviceconfig system ssh version 2 set deviceconfig system service disable telnet set deviceconfig system service disable webserver set deviceconfig system ntp servers primary 192.0.2.13 set deviceconfig system hostname palo-alto-secure-012 "
"Palo Alto","palo-alto_insecure_013.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_insecure_013.cfg","set deviceconfig system ssh version 1 set deviceconfig system service enable telnet set deviceconfig system service disable webserver "
"Palo Alto","palo-alto_mixed_014.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_mixed_014.cfg","set deviceconfig system ssh version 2 set deviceconfig system service enable telnet set deviceconfig system service disable webserver set deviceconfig system ntp servers primary 10.0.0.15 "
"Palo Alto","palo-alto_secure_015.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_secure_015.cfg","set deviceconfig system ssh version 2 set deviceconfig system service disable telnet set deviceconfig system service disable webserver set deviceconfig system logging server 192.0.2.16 set deviceconfig system ntp servers primary 10.0.0.16 "
"Palo Alto","palo-alto_insecure_016.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_insecure_016.cfg","set deviceconfig system ssh version 1 set deviceconfig system service disable webserver set deviceconfig system service enable telnet set deviceconfig system ntp servers primary 10.0.0.17 "
"Palo Alto","palo-alto_mixed_017.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_mixed_017.cfg","set deviceconfig system ssh version 1 set deviceconfig system service disable telnet set deviceconfig system ntp servers primary 192.0.2.18 "
"Palo Alto","palo-alto_secure_018.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_secure_018.cfg","set deviceconfig system ssh version 2 set deviceconfig system service disable telnet set deviceconfig system service disable webserver set deviceconfig system ntp servers primary 192.0.2.19 set deviceconfig system hostname palo-alto-secure-018 "
"Palo Alto","palo-alto_insecure_019.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_insecure_019.cfg","set deviceconfig system ssh version 1 set deviceconfig system service enable telnet set deviceconfig system service disable webserver "
"Palo Alto","palo-alto_mixed_020.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_mixed_020.cfg","set deviceconfig system ssh version 2 set deviceconfig system service enable telnet set deviceconfig system service disable webserver set deviceconfig system ntp servers primary 10.0.0.21 "
"Palo Alto","palo-alto_secure_021.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_secure_021.cfg","set deviceconfig system ssh version 2 set deviceconfig system service disable telnet set deviceconfig system service disable webserver set deviceconfig system logging server 192.0.2.22 set deviceconfig system ntp servers primary 10.0.0.22 "
"Palo Alto","palo-alto_insecure_022.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_insecure_022.cfg","set deviceconfig system ssh version 1 set deviceconfig system service disable webserver set deviceconfig system service enable telnet set deviceconfig system ntp servers primary 10.0.0.23 "
"Palo Alto","palo-alto_mixed_023.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_mixed_023.cfg","set deviceconfig system ssh version 1 set deviceconfig system service disable telnet set deviceconfig system ntp servers primary 192.0.2.24 "
"Palo Alto","palo-alto_secure_024.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_secure_024.cfg","set deviceconfig system ssh version 2 set deviceconfig system service disable telnet set deviceconfig system service disable webserver set deviceconfig system ntp servers primary 192.0.2.25 set deviceconfig system hostname palo-alto-secure-024 "
"Palo Alto","palo-alto_insecure_025.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_insecure_025.cfg","set deviceconfig system ssh version 1 set deviceconfig system service enable telnet set deviceconfig system service disable webserver "
"Palo Alto","palo-alto_mixed_026.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_mixed_026.cfg","set deviceconfig system ssh version 2 set deviceconfig system service enable telnet set deviceconfig system service disable webserver set deviceconfig system ntp servers primary 10.0.0.27 "
"Palo Alto","palo-alto_secure_027.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_secure_027.cfg","set deviceconfig system ssh version 2 set deviceconfig system service disable telnet set deviceconfig system service disable webserver set deviceconfig system logging server 192.0.2.28 set deviceconfig system ntp servers primary 10.0.0.28 "
"Palo Alto","palo-alto_insecure_028.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_insecure_028.cfg","set deviceconfig system ssh version 1 set deviceconfig system service disable webserver set deviceconfig system service enable telnet set deviceconfig system ntp servers primary 10.0.0.29 "
"Palo Alto","palo-alto_mixed_029.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_mixed_029.cfg","set deviceconfig system ssh version 1 set deviceconfig system service disable telnet set deviceconfig system ntp servers primary 192.0.2.30 "
"Palo Alto","palo-alto_secure_030.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_secure_030.cfg","set deviceconfig system ssh version 2 set deviceconfig system service disable telnet set deviceconfig system service disable webserver set deviceconfig system ntp servers primary 192.0.2.31 set deviceconfig system hostname palo-alto-secure-030 "
"Palo Alto","palo-alto_insecure_031.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_insecure_031.cfg","set deviceconfig system ssh version 1 set deviceconfig system service enable telnet set deviceconfig system service disable webserver "
"Palo Alto","palo-alto_mixed_032.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_mixed_032.cfg","set deviceconfig system ssh version 2 set deviceconfig system service enable telnet set deviceconfig system service disable webserver set deviceconfig system ntp servers primary 10.0.0.33 "
"Palo Alto","palo-alto_secure_033.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_secure_033.cfg","set deviceconfig system ssh version 2 set deviceconfig system service disable telnet set deviceconfig system service disable webserver set deviceconfig system logging server 192.0.2.34 set deviceconfig system ntp servers primary 10.0.0.34 "
"Palo Alto","palo-alto_insecure_034.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_insecure_034.cfg","set deviceconfig system ssh version 1 set deviceconfig system service disable webserver set deviceconfig system service enable telnet set deviceconfig system ntp servers primary 10.0.0.35 "
"Palo Alto","palo-alto_mixed_035.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_mixed_035.cfg","set deviceconfig system ssh version 1 set deviceconfig system service disable telnet set deviceconfig system ntp servers primary 192.0.2.36 "
"Palo Alto","palo-alto_secure_036.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_secure_036.cfg","set deviceconfig system ssh version 2 set deviceconfig system service disable telnet set deviceconfig system service disable webserver set deviceconfig system ntp servers primary 192.0.2.37 set deviceconfig system hostname palo-alto-secure-036 "
"Palo Alto","palo-alto_insecure_037.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_insecure_037.cfg","set deviceconfig system ssh version 1 set deviceconfig system service enable telnet set deviceconfig system service disable webserver "
"Palo Alto","palo-alto_mixed_038.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_mixed_038.cfg","set deviceconfig system ssh version 2 set deviceconfig system service enable telnet set deviceconfig system service disable webserver set deviceconfig system ntp servers primary 10.0.0.39 "
"Palo Alto","palo-alto_secure_039.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://docs.paloaltonetworks.com/","data/datasets/vendor_configs/palo-alto_secure_039.cfg","set deviceconfig system ssh version 2 set deviceconfig system service disable telnet set deviceconfig system service disable webserver set deviceconfig system logging server 192.0.2.40 set deviceconfig system ntp servers primary 10.0.0.40 "
"Arista","arista_secure_000.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.arista.com/en/support/docs","data/datasets/vendor_configs/arista_secure_000.cfg","! device: Arista EOS hostname arista-secure-000 no management telnet management ssh no management api http-commands logging host 192.0.2.1 ntp server 10.0.0.1 aaa authorization exec default local exec-timeout 10 "
"Arista","arista_insecure_001.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.arista.com/en/support/docs","data/datasets/vendor_configs/arista_insecure_001.cfg","! device: Arista EOS hostname arista-insecure-001 management telnet no management ssh logging host 192.0.2.2 "
"Arista","arista_mixed_002.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.arista.com/en/support/docs","data/datasets/vendor_configs/arista_mixed_002.cfg","! device: Arista EOS hostname arista-mixed-002 management ssh management telnet logging host 192.0.2.3 ntp server 10.0.0.3 "
"Arista","arista_secure_003.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.arista.com/en/support/docs","data/datasets/vendor_configs/arista_secure_003.cfg","! device: Arista EOS hostname arista-secure-003 management ssh logging host 192.0.2.4 ntp server 10.0.0.4 no management telnet "
"Arista","arista_insecure_004.cfg","insecure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.arista.com/en/support/docs","data/datasets/vendor_configs/arista_insecure_004.cfg","! device: Arista EOS hostname arista-insecure-004 management telnet management api http-commands logging host 192.0.2.5 ntp server 10.0.0.5 "
"Arista","arista_mixed_005.cfg","mixed","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.arista.com/en/support/docs","data/datasets/vendor_configs/arista_mixed_005.cfg","! device: Arista EOS hostname arista-mixed-005 no management telnet management api http-commands ntp server 10.0.0.6 "
"Arista","arista_secure_006.cfg","secure","CIS Benchmarks;NIST SP 800-53;DISA STIG;ISO/IEC 27001","https://www.arista.com/en/support/docs","data/datasets/vendor_configs/arista_secure_006.cfg","! device: Arista EOS hostname arista-secure-006 no management telnet management ssh no management api http-commands logging host 192.0.2.7 ntp server 10.0.0.7 aaa authorization exec default local exec-timeout 10 "
